7.0487,-5,24,0,250,112,0.16,0.158,30
7.3824,-4,24,0,250,112,0.16,0.158,30
7.5489,-3,24,0,250,112,0.16,0.158,30
7.5651,-2,24,0,250,112,0.16,0.158,30
7.0825,-1,24,0,250,112,0.16,0.158,30
6.0799,0,24,0,250,112,0.16,0.158,30
5.6943,1,24,0,250,112,0.16,0.158,30
2.8449,2,24,0,250,112,0.16,0.158,30
2.0685,3,24,0,250,112,0.16,0.158,30
5.5273,-8,27,0,250,112,0.16,0.158,30
0.6317,1,0,0,250,112,0.16,0.158,30
5.9839,-7,27,0,250,112,0.16,0.158,30
6.3803,-6,27,0,250,112,0.16,0.158,30
6.911,-5,27,0,250,112,0.16,0.158,30
7.2427,-4,27,0,250,112,0.16,0.158,30
7.5171,-3,27,0,250,112,0.16,0.158,30
7.5098,-2,27,0,250,112,0.16,0.158,30
7.2238,-1,27,0,250,112,0.16,0.158,30
6.6451,0,27,0,250,112,0.16,0.158,30
5.865,1,27,0,250,112,0.16,0.158,30
4.1026,2,27,0,250,112,0.16,0.158,30
-2.1316,2,0,0,250,112,0.16,0.158,30
2.6343,3,27,0,250,112,0.16,0.158,30
5.4318,-8,30,0,250,112,0.16,0.158,30
5.8716,-7,30,0,250,112,0.16,0.158,30
6.2603,-6,30,0,250,112,0.16,0.158,30
6.7343,-5,30,0,250,112,0.16,0.158,30
7.0864,-4,30,0,250,112,0.16,0.158,30
7.3255,-3,30,0,250,112,0.16,0.158,30
7.4668,-2,30,0,250,112,0.16,0.158,30
7.3711,-1,30,0,250,112,0.16,0.158,30
6.8175,0,30,0,250,112,0.16,0.158,30
-5.237,3,0,0,250,112,0.16,0.158,30
5.4566,1,30,0,250,112,0.16,0.158,30
4.8497,2,30,0,250,112,0.16,0.158,30
3.8532,3,30,0,250,112,0.16,0.158,30
6.4715,-8,3,0,250,112,0.16,0.158,30
7.1671,-7,3,0,250,112,0.16,0.158,30
7.6169,-6,3,0,250,112,0.16,0.158,30
7.7512,-5,3,0,250,112,0.16,0.158,30
7.5207,-4,3,0,250,112,0.16,0.158,30
7.1359,-3,3,0,250,112,0.16,0.158,30
6.2015,-2,3,0,250,112,0.16,0.158,30
6.5467,-8,0,0,250,112,0.16,0.158,30
5.3492,-1,3,0,250,112,0.16,0.158,30
3.0631,0,3,0,250,112,0.16,0.158,30
0.40723,1,3,0,250,112,0.16,0.158,30
-0.75966,2,3,0,250,112,0.16,0.158,30
-3.4912,3,3,0,250,112,0.16,0.158,30
6.3803,-8,6,0,250,112,0.16,0.158,30
7.1249,-7,6,0,250,112,0.16,0.158,30
7.622,-6,6,0,250,112,0.16,0.158,30
7.8332,-5,6,0,250,112,0.16,0.158,30
7.6362,-4,6,0,250,112,0.16,0.158,30
7.1989,-7,0,0,250,112,0.16,0.158,30
7.4109,-3,6,0,250,112,0.16,0.158,30
6.6774,-2,6,0,250,112,0.16,0.158,30
5.1584,-1,6,0,250,112,0.16,0.158,30
4.0598,0,6,0,250,112,0.16,0.158,30
2.1424,1,6,0,250,112,0.16,0.158,30
0.18871,2,6,0,250,112,0.16,0.158,30
-2.2279,3,6,0,250,112,0.16,0.158,30
6.2964,-8,9,0,250,112,0.16,0.158,30
6.9319,-7,9,0,250,112,0.16,0.158,30
7.4468,-6,9,0,250,112,0.16,0.158,30
7.5776,-6,0,0,250,112,0.16,0.158,30
7.7847,-5,9,0,250,112,0.16,0.158,30
7.6003,-4,9,0,250,112,0.16,0.158,30
7.6181,-3,9,0,250,112,0.16,0.158,30
5.4061,-2,9,0,250,112,0.16,0.158,30
6.1493,-1,9,0,250,112,0.16,0.158,30
4.5422,0,9,0,250,112,0.16,0.158,30
1.9925,1,9,0,250,112,0.16,0.158,30
0.34576,2,9,0,250,112,0.16,0.158,30
-1.0627,3,9,0,250,112,0.16,0.158,30
6.1934,-8,12,0,250,112,0.16,0.158,30
7.544,-5,0,0,250,112,0.16,0.158,30
6.8201,-7,12,0,250,112,0.16,0.158,30
7.2406,-6,12,0,250,112,0.16,0.158,30
