6.5754,-4,48,0,250,112,0.16,0.158,60
7.0943,-3,48,0,250,112,0.16,0.158,60
7.499,-2,48,0,250,112,0.16,0.158,60
7.6169,-1,48,0,250,112,0.16,0.158,60
7.5038,0,48,0,250,112,0.16,0.158,60
7.229,1,48,0,250,112,0.16,0.158,60
5.6217,2,48,0,250,112,0.16,0.158,60
5.2794,3,48,0,250,112,0.16,0.158,60
3.8022,4,48,0,250,112,0.16,0.158,60
4.5935,-7,54,0,250,112,0.16,0.158,60
1.7998,2,0,0,250,112,0.16,0.158,60
5.2011,-6,54,0,250,112,0.16,0.158,60
5.8226,-5,54,0,250,112,0.16,0.158,60
6.5321,-4,54,0,250,112,0.16,0.158,60
6.9319,-3,54,0,250,112,0.16,0.158,60
7.3069,-2,54,0,250,112,0.16,0.158,60
7.5074,-1,54,0,250,112,0.16,0.158,60
7.6323,0,54,0,250,112,0.16,0.158,60
7.3211,1,54,0,250,112,0.16,0.158,60
6.7061,2,54,0,250,112,0.16,0.158,60
5.8512,3,54,0,250,112,0.16,0.158,60
-1.0275,3,0,0,250,112,0.16,0.158,60
3.7773,4,54,0,250,112,0.16,0.158,60
4.5165,-7,60,0,250,112,0.16,0.158,60
5.0926,-6,60,0,250,112,0.16,0.158,60
5.6608,-5,60,0,250,112,0.16,0.158,60
6.2076,-4,60,0,250,112,0.16,0.158,60
6.7209,-3,60,0,250,112,0.16,0.158,60
7.1917,-2,60,0,250,112,0.16,0.158,60
7.4763,-1,60,0,250,112,0.16,0.158,60
7.511,0,60,0,250,112,0.16,0.158,60
7.0747,1,60,0,250,112,0.16,0.158,60
-4.0958,4,0,0,250,112,0.16,0.158,60
6.6929,2,60,0,250,112,0.16,0.158,60
5.8297,3,60,0,250,112,0.16,0.158,60
4.3487,4,60,0,250,112,0.16,0.158,60
5.6552,-7,6,0,250,112,0.16,0.158,60
6.3302,-6,6,0,250,112,0.16,0.158,60
7.0153,-5,6,0,250,112,0.16,0.158,60
7.5838,-4,6,0,250,112,0.16,0.158,60
7.6888,-3,6,0,250,112,0.16,0.158,60
7.4063,-2,6,0,250,112,0.16,0.158,60
6.9474,-1,6,0,250,112,0.16,0.158,60
5.7251,-7,0,0,250,112,0.16,0.158,60
5.5278,0,6,0,250,112,0.16,0.158,60
4.62,1,6,0,250,112,0.16,0.158,60
3.0217,2,6,0,250,112,0.16,0.158,60
0.3874,3,6,0,250,112,0.16,0.158,60
-1.8358,4,6,0,250,112,0.16,0.158,60
5.543,-7,12,0,250,112,0.16,0.158,60
6.2831,-6,12,0,250,112,0.16,0.158,60
6.8797,-5,12,0,250,112,0.16,0.158,60
7.4316,-4,12,0,250,112,0.16,0.158,60
7.754,-3,12,0,250,112,0.16,0.158,60
6.4692,-6,0,0,250,112,0.16,0.158,60
7.7224,-2,12,0,250,112,0.16,0.158,60
7.396,-1,12,0,250,112,0.16,0.158,60
6.1874,0,12,0,250,112,0.16,0.158,60
4.2183,1,12,0,250,112,0.16,0.158,60
3.2191,2,12,0,250,112,0.16,0.158,60
2.2645,3,12,0,250,112,0.16,0.158,60
0.080406,4,12,0,250,112,0.16,0.158,60
5.4061,-7,18,0,250,112,0.16,0.158,60
6.1348,-6,18,0,250,112,0.16,0.158,60
6.7679,-5,18,0,250,112,0.16,0.158,60
7.0191,-5,0,0,250,112,0.16,0.158,60
7.3124,-4,18,0,250,112,0.16,0.158,60
7.6755,-3,18,0,250,112,0.16,0.158,60
7.9194,-2,18,0,250,112,0.16,0.158,60
