Laser Power (dBm),Q (dB),Length of Segment 1 (km),Span (km),Compensation (%), fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
1,0.5385300000000001,0.0,40,0,250,112,0.16,0.158
2,-0.10562,0.0,40,0,250,112,0.16,0.158
3,-2.3532,0.0,40,0,250,112,0.16,0.158
-8,6.1427,4.0,40,0,250,112,0.16,0.158
-7,6.885,4.0,40,0,250,112,0.16,0.158
-6,7.4644,4.0,40,0,250,112,0.16,0.158
-5,7.7595,4.0,40,0,250,112,0.16,0.158
-4,7.9149,4.0,40,0,250,112,0.16,0.158
-3,7.4954,4.0,40,0,250,112,0.16,0.158
-2,6.3637,4.0,40,0,250,112,0.16,0.158
-1,5.9177,4.0,40,0,250,112,0.16,0.158
0,3.9116,4.0,40,0,250,112,0.16,0.158
1,2.1783,4.0,40,0,250,112,0.16,0.158
2,0.45399,4.0,40,0,250,112,0.16,0.158
3,-2.079,4.0,40,0,250,112,0.16,0.158
-8,6.0446,8.0,40,0,250,112,0.16,0.158
-7,6.7259,8.0,40,0,250,112,0.16,0.158
-6,7.3102,8.0,40,0,250,112,0.16,0.158
-5,7.8318,8.0,40,0,250,112,0.16,0.158
-4,7.9363,8.0,40,0,250,112,0.16,0.158
-3,7.7374,8.0,40,0,250,112,0.16,0.158
-2,7.295,8.0,40,0,250,112,0.16,0.158
-1,5.9288,8.0,40,0,250,112,0.16,0.158
0,2.7952,8.0,40,0,250,112,0.16,0.158
1,2.3159,8.0,40,0,250,112,0.16,0.158
2,0.99645,8.0,40,0,250,112,0.16,0.158
3,-0.1404,8.0,40,0,250,112,0.16,0.158
-8,5.8734,12.0,40,0,250,112,0.16,0.158
-7,6.5777,12.0,40,0,250,112,0.16,0.158
-6,7.112,12.0,40,0,250,112,0.16,0.158
-5,7.6874,12.0,40,0,250,112,0.16,0.158
-4,7.8625,12.0,40,0,250,112,0.16,0.158
-3,7.9658,12.0,40,0,250,112,0.16,0.158
-2,7.4715,12.0,40,0,250,112,0.16,0.158
-1,6.2922,12.0,40,0,250,112,0.16,0.158
0,5.4455,12.0,40,0,250,112,0.16,0.158
1,4.2317,12.0,40,0,250,112,0.16,0.158
2,1.9038,12.0,40,0,250,112,0.16,0.158
3,-0.8363200000000001,12.0,40,0,250,112,0.16,0.158
-8,5.7662,16.0,40,0,250,112,0.16,0.158
-7,6.4491,16.0,40,0,250,112,0.16,0.158
-6,7.1249,16.0,40,0,250,112,0.16,0.158
-5,7.4846,16.0,40,0,250,112,0.16,0.158
-4,7.7734,16.0,40,0,250,112,0.16,0.158
-3,7.9363,16.0,40,0,250,112,0.16,0.158
-2,7.6349,16.0,40,0,250,112,0.16,0.158
-1,7.0059,16.0,40,0,250,112,0.16,0.158
0,6.2971,16.0,40,0,250,112,0.16,0.158
1,4.3096,16.0,40,0,250,112,0.16,0.158
2,3.0525,16.0,40,0,250,112,0.16,0.158
3,1.4243,16.0,40,0,250,112,0.16,0.158
-8,5.6211,20.0,40,0,250,112,0.16,0.158
-7,6.363,20.0,40,0,250,112,0.16,0.158
-6,6.8453,20.0,40,0,250,112,0.16,0.158
-5,7.3189,20.0,40,0,250,112,0.16,0.158
-4,7.7903,20.0,40,0,250,112,0.16,0.158
-3,7.8507,20.0,40,0,250,112,0.16,0.158
-2,7.7819,20.0,40,0,250,112,0.16,0.158
-1,7.2788,20.0,40,0,250,112,0.16,0.158
0,6.6426,20.0,40,0,250,112,0.16,0.158
1,4.9959,20.0,40,0,250,112,0.16,0.158
2,3.0273,20.0,40,0,250,112,0.16,0.158
3,1.7103,20.0,40,0,250,112,0.16,0.158
-8,5.5452,24.0,40,0,250,112,0.16,0.158
-7,6.0478,24.0,40,0,250,112,0.16,0.158
-6,6.6921,24.0,40,0,250,112,0.16,0.158
-5,7.2427,24.0,40,0,250,112,0.16,0.158
-4,7.5391,24.0,40,0,250,112,0.16,0.158
-3,7.8982,24.0,40,0,250,112,0.16,0.158
-2,7.842,24.0,40,0,250,112,0.16,0.158
-1,7.2961,24.0,40,0,250,112,0.16,0.158
0,6.3659,24.0,40,0,250,112,0.16,0.158
1,5.044,24.0,40,0,250,112,0.16,0.158
2,4.0013,24.0,40,0,250,112,0.16,0.158
3,2.8498,24.0,40,0,250,112,0.16,0.158
-8,5.3858,28.0,40,0,250,112,0.16,0.158
-7,6.0128,28.0,40,0,250,112,0.16,0.158
-6,6.4835,28.0,40,0,250,112,0.16,0.158
-5,7.0333,28.0,40,0,250,112,0.16,0.158
-4,7.3343,28.0,40,0,250,112,0.16,0.158
-3,7.7734,28.0,40,0,250,112,0.16,0.158
-2,7.6194,28.0,40,0,250,112,0.16,0.158
-1,7.468,28.0,40,0,250,112,0.16,0.158
0,6.7985,28.0,40,0,250,112,0.16,0.158
1,5.4609,28.0,40,0,250,112,0.16,0.158
2,4.6299,28.0,40,0,250,112,0.16,0.158
3,3.7692,28.0,40,0,250,112,0.16,0.158
-8,5.2729,32.0,40,0,250,112,0.16,0.158
-7,5.8297,32.0,40,0,250,112,0.16,0.158
-6,6.2936,32.0,40,0,250,112,0.16,0.158
-5,6.8114,32.0,40,0,250,112,0.16,0.158
-4,7.2248,32.0,40,0,250,112,0.16,0.158
-3,7.5452,32.0,40,0,250,112,0.16,0.158
-2,7.5965,32.0,40,0,250,112,0.16,0.158
-1,7.487,32.0,40,0,250,112,0.16,0.158
0,7.1671,32.0,40,0,250,112,0.16,0.158
1,5.9559,32.0,40,0,250,112,0.16,0.158
2,4.4702,32.0,40,0,250,112,0.16,0.158
3,3.6645,32.0,40,0,250,112,0.16,0.158
-8,5.1883,36.0,40,0,250,112,0.16,0.158
-7,5.6457,36.0,40,0,250,112,0.16,0.158
-6,6.2205,36.0,40,0,250,112,0.16,0.158
-5,6.6394,36.0,40,0,250,112,0.16,0.158
-4,6.952000000000001,36.0,40,0,250,112,0.16,0.158
-3,7.4017,36.0,40,0,250,112,0.16,0.158
-2,7.661,36.0,40,0,250,112,0.16,0.158
-1,7.5927,36.0,40,0,250,112,0.16,0.158
0,7.1499,36.0,40,0,250,112,0.16,0.158
1,6.5137,36.0,40,0,250,112,0.16,0.158
2,4.9084,36.0,40,0,250,112,0.16,0.158
3,3.9518,36.0,40,0,250,112,0.16,0.158
-8,5.0888,40.0,40,0,250,112,0.16,0.158
-7,5.6105,40.0,40,0,250,112,0.16,0.158
-6,5.9827,40.0,40,0,250,112,0.16,0.158
-5,6.5252,40.0,40,0,250,112,0.16,0.158
-4,6.8922,40.0,40,0,250,112,0.16,0.158
-3,7.3465,40.0,40,0,250,112,0.16,0.158
-2,7.5763,40.0,40,0,250,112,0.16,0.158
-1,7.4109,40.0,40,0,250,112,0.16,0.158
0,7.3004,40.0,40,0,250,112,0.16,0.158
1,6.7094,40.0,40,0,250,112,0.16,0.158
2,5.7749,40.0,40,0,250,112,0.16,0.158
3,4.2639,40.0,40,0,250,112,0.16,0.158
-7,6.4255,0.0,50,0,250,112,0.16,0.158
-6,7.157,0.0,50,0,250,112,0.16,0.158
-5,7.5502,0.0,50,0,250,112,0.16,0.158
-4,7.7075,0.0,50,0,250,112,0.16,0.158
-3,7.5086,0.0,50,0,250,112,0.16,0.158
-2,7.114,0.0,50,0,250,112,0.16,0.158
-1,6.0072,0.0,50,0,250,112,0.16,0.158
0,3.6322,0.0,50,0,250,112,0.16,0.158
1,2.3421,0.0,50,0,250,112,0.16,0.158
2,-0.11891,0.0,50,0,250,112,0.16,0.158
3,-1.6096,0.0,50,0,250,112,0.16,0.158
4,-2.4966,0.0,50,0,250,112,0.16,0.158
-7,6.3069,5.0,50,0,250,112,0.16,0.158
-6,6.9918,5.0,50,0,250,112,0.16,0.158
-5,7.5244,5.0,50,0,250,112,0.16,0.158
-4,7.6741,5.0,50,0,250,112,0.16,0.158
-3,7.7471,5.0,50,0,250,112,0.16,0.158
-2,7.3994,5.0,50,0,250,112,0.16,0.158
-1,6.6864,5.0,50,0,250,112,0.16,0.158
0,4.5773,5.0,50,0,250,112,0.16,0.158
1,3.62,5.0,50,0,250,112,0.16,0.158
2,1.9026,5.0,50,0,250,112,0.16,0.158
3,0.31094,5.0,50,0,250,112,0.16,0.158
4,-3.8565,5.0,50,0,250,112,0.16,0.158
-7,6.2171,10.0,50,0,250,112,0.16,0.158
-6,6.8806,10.0,50,0,250,112,0.16,0.158
-5,7.3354,10.0,50,0,250,112,0.16,0.158
-4,7.8463,10.0,50,0,250,112,0.16,0.158
-3,8.0119,10.0,50,0,250,112,0.16,0.158
-2,7.5452,10.0,50,0,250,112,0.16,0.158
-1,7.0106,10.0,50,0,250,112,0.16,0.158
0,5.7424,10.0,50,0,250,112,0.16,0.158
1,4.9438,10.0,50,0,250,112,0.16,0.158
2,3.07,10.0,50,0,250,112,0.16,0.158
3,-0.01826,10.0,50,0,250,112,0.16,0.158
4,-3.9894,10.0,50,0,250,112,0.16,0.158
-7,6.0613,15.0,50,0,250,112,0.16,0.158
-6,6.7831,15.0,50,0,250,112,0.16,0.158
-5,7.3421,15.0,50,0,250,112,0.16,0.158
-4,7.7526,15.0,50,0,250,112,0.16,0.158
-3,7.9255,15.0,50,0,250,112,0.16,0.158
-2,7.7075,15.0,50,0,250,112,0.16,0.158
-1,7.3443,15.0,50,0,250,112,0.16,0.158
0,6.4513,15.0,50,0,250,112,0.16,0.158
1,5.6767,15.0,50,0,250,112,0.16,0.158
2,4.1511,15.0,50,0,250,112,0.16,0.158
3,2.1662,15.0,50,0,250,112,0.16,0.158
4,-1.3057,15.0,50,0,250,112,0.16,0.158
-7,5.9061,20.0,50,0,250,112,0.16,0.158
-6,6.5252,20.0,50,0,250,112,0.16,0.158
-5,7.154,20.0,50,0,250,112,0.16,0.158
-4,7.544,20.0,50,0,250,112,0.16,0.158
-3,8.0135,20.0,50,0,250,112,0.16,0.158
-2,7.9225,20.0,50,0,250,112,0.16,0.158
-1,7.5901,20.0,50,0,250,112,0.16,0.158
0,6.93,20.0,50,0,250,112,0.16,0.158
1,5.6468,20.0,50,0,250,112,0.16,0.158
2,4.8497,20.0,50,0,250,112,0.16,0.158
3,3.0773,20.0,50,0,250,112,0.16,0.158
4,0.74924,20.0,50,0,250,112,0.16,0.158
-7,5.8238,25.0,50,0,250,112,0.16,0.158
-6,6.4647,25.0,50,0,250,112,0.16,0.158
-5,6.9401,25.0,50,0,250,112,0.16,0.158
-4,7.3903,25.0,50,0,250,112,0.16,0.158
-3,7.8537,25.0,50,0,250,112,0.16,0.158
-2,7.8017,25.0,50,0,250,112,0.16,0.158
-1,7.6914,25.0,50,0,250,112,0.16,0.158
0,7.0248,25.0,50,0,250,112,0.16,0.158
1,6.4469,25.0,50,0,250,112,0.16,0.158
2,4.6277,25.0,50,0,250,112,0.16,0.158
3,3.8092,25.0,50,0,250,112,0.16,0.158
4,1.0091,25.0,50,0,250,112,0.16,0.158
-7,5.5995,30.0,50,0,250,112,0.16,0.158
-6,6.1407,30.0,50,0,250,112,0.16,0.158
-5,6.8011,30.0,50,0,250,112,0.16,0.158
-4,7.2102,30.0,50,0,250,112,0.16,0.158
-3,7.6636,30.0,50,0,250,112,0.16,0.158
-2,7.7791,30.0,50,0,250,112,0.16,0.158
-1,7.7847,30.0,50,0,250,112,0.16,0.158
0,7.3211,30.0,50,0,250,112,0.16,0.158
1,6.6443,30.0,50,0,250,112,0.16,0.158
2,5.5528,30.0,50,0,250,112,0.16,0.158
3,3.1951,30.0,50,0,250,112,0.16,0.158
4,1.2585,30.0,50,0,250,112,0.16,0.158
-7,5.5555,35.0,50,0,250,112,0.16,0.158
-6,6.0658,35.0,50,0,250,112,0.16,0.158
-5,6.6139,35.0,50,0,250,112,0.16,0.158
-4,7.2061,35.0,50,0,250,112,0.16,0.158
-3,7.6401,35.0,50,0,250,112,0.16,0.158
-2,7.8088,35.0,50,0,250,112,0.16,0.158
-1,7.8803,35.0,50,0,250,112,0.16,0.158
0,7.4468,35.0,50,0,250,112,0.16,0.158
1,6.8558,35.0,50,0,250,112,0.16,0.158
2,6.1315,35.0,50,0,250,112,0.16,0.158
3,4.8317,35.0,50,0,250,112,0.16,0.158
4,3.0747,35.0,50,0,250,112,0.16,0.158
-7,5.3002,40.0,50,0,250,112,0.16,0.158
-6,5.9159,40.0,50,0,250,112,0.16,0.158
-5,6.4218,40.0,50,0,250,112,0.16,0.158
-4,6.8436,40.0,50,0,250,112,0.16,0.158
-3,7.4468,40.0,50,0,250,112,0.16,0.158
-2,7.5663,40.0,50,0,250,112,0.16,0.158
-1,7.7388,40.0,50,0,250,112,0.16,0.158
0,7.2788,40.0,50,0,250,112,0.16,0.158
1,6.9182,40.0,50,0,250,112,0.16,0.158
2,6.0812,40.0,50,0,250,112,0.16,0.158
3,4.8092,40.0,50,0,250,112,0.16,0.158
4,3.4842,40.0,50,0,250,112,0.16,0.158
-7,5.1404,45.0,50,0,250,112,0.16,0.158
-6,5.7726,45.0,50,0,250,112,0.16,0.158
-5,6.2686,45.0,50,0,250,112,0.16,0.158
-4,6.7772,45.0,50,0,250,112,0.16,0.158
-3,7.3321,45.0,50,0,250,112,0.16,0.158
-2,7.5539,45.0,50,0,250,112,0.16,0.158
-1,7.5813,45.0,50,0,250,112,0.16,0.158
0,7.3824,45.0,50,0,250,112,0.16,0.158
1,6.279,45.0,50,0,250,112,0.16,0.158
2,5.7234,45.0,50,0,250,112,0.16,0.158
3,5.3409,45.0,50,0,250,112,0.16,0.158
4,3.0356,45.0,50,0,250,112,0.16,0.158
-7,5.0516,50.0,50,0,250,112,0.16,0.158
-6,5.63,50.0,50,0,250,112,0.16,0.158
-5,6.1847,50.0,50,0,250,112,0.16,0.158
-4,6.5754,50.0,50,0,250,112,0.16,0.158
-3,7.0391,50.0,50,0,250,112,0.16,0.158
-2,7.4006,50.0,50,0,250,112,0.16,0.158
-1,7.5086,50.0,50,0,250,112,0.16,0.158
0,7.2831,50.0,50,0,250,112,0.16,0.158
1,6.9510000000000005,50.0,50,0,250,112,0.16,0.158
2,5.8416,50.0,50,0,250,112,0.16,0.158
3,4.9213,50.0,50,0,250,112,0.16,0.158
4,3.6706,50.0,50,0,250,112,0.16,0.158
-7,5.7251,0.0,60,0,250,112,0.16,0.158
-6,6.4692,0.0,60,0,250,112,0.16,0.158
-5,7.0191,0.0,60,0,250,112,0.16,0.158
-4,7.4316,0.0,60,0,250,112,0.16,0.158
-3,7.351,0.0,60,0,250,112,0.16,0.158
-2,7.1061,0.0,60,0,250,112,0.16,0.158
-1,5.4339,0.0,60,0,250,112,0.16,0.158
0,4.7001,0.0,60,0,250,112,0.16,0.158
1,3.9673,0.0,60,0,250,112,0.16,0.158
2,1.7998,0.0,60,0,250,112,0.16,0.158
3,-1.0275,0.0,60,0,250,112,0.16,0.158
4,-4.0958,0.0,60,0,250,112,0.16,0.158
-7,5.6552,6.0,60,0,250,112,0.16,0.158
-6,6.3302,6.0,60,0,250,112,0.16,0.158
-5,7.0153,6.0,60,0,250,112,0.16,0.158
-4,7.5838,6.0,60,0,250,112,0.16,0.158
-3,7.6888,6.0,60,0,250,112,0.16,0.158
-2,7.4063,6.0,60,0,250,112,0.16,0.158
-1,6.9474,6.0,60,0,250,112,0.16,0.158
0,5.5278,6.0,60,0,250,112,0.16,0.158
1,4.62,6.0,60,0,250,112,0.16,0.158
2,3.0217,6.0,60,0,250,112,0.16,0.158
3,0.3874,6.0,60,0,250,112,0.16,0.158
4,-1.8358,6.0,60,0,250,112,0.16,0.158
-7,5.5429999999999975,12.0,60,0,250,112,0.16,0.158
-6,6.2831,12.0,60,0,250,112,0.16,0.158
-5,6.8797,12.0,60,0,250,112,0.16,0.158
-4,7.4316,12.0,60,0,250,112,0.16,0.158
-3,7.754,12.0,60,0,250,112,0.16,0.158
-2,7.7224,12.0,60,0,250,112,0.16,0.158
-1,7.396,12.0,60,0,250,112,0.16,0.158
0,6.1874,12.0,60,0,250,112,0.16,0.158
1,4.2183,12.0,60,0,250,112,0.16,0.158
2,3.2191,12.0,60,0,250,112,0.16,0.158
3,2.2645,12.0,60,0,250,112,0.16,0.158
4,0.08040599999999999,12.0,60,0,250,112,0.16,0.158
-7,5.4061,18.0,60,0,250,112,0.16,0.158
-6,6.1348,18.0,60,0,250,112,0.16,0.158
-5,6.7679,18.0,60,0,250,112,0.16,0.158
-4,7.3124,18.0,60,0,250,112,0.16,0.158
-3,7.6755,18.0,60,0,250,112,0.16,0.158
-2,7.9194,18.0,60,0,250,112,0.16,0.158
-1,7.4727,18.0,60,0,250,112,0.16,0.158
0,7.114,18.0,60,0,250,112,0.16,0.158
1,5.7714,18.0,60,0,250,112,0.16,0.158
2,3.9522,18.0,60,0,250,112,0.16,0.158
3,2.7962,18.0,60,0,250,112,0.16,0.158
4,0.98326,18.0,60,0,250,112,0.16,0.158
-7,5.2224,24.0,60,0,250,112,0.16,0.158
-6,5.9398,24.0,60,0,250,112,0.16,0.158
-5,6.5637,24.0,60,0,250,112,0.16,0.158
-4,7.2437,24.0,60,0,250,112,0.16,0.158
-3,7.6557,24.0,60,0,250,112,0.16,0.158
-2,7.7875,24.0,60,0,250,112,0.16,0.158
-1,7.7265,24.0,60,0,250,112,0.16,0.158
0,7.3157,24.0,60,0,250,112,0.16,0.158
1,6.7368,24.0,60,0,250,112,0.16,0.158
2,5.1046,24.0,60,0,250,112,0.16,0.158
3,3.9382,24.0,60,0,250,112,0.16,0.158
4,2.1191,24.0,60,0,250,112,0.16,0.158
-7,5.176,30.0,60,0,250,112,0.16,0.158
-6,5.7738,30.0,60,0,250,112,0.16,0.158
-5,6.5183,30.0,60,0,250,112,0.16,0.158
-4,7.0448,30.0,60,0,250,112,0.16,0.158
-3,7.5354,30.0,60,0,250,112,0.16,0.158
-2,7.816,30.0,60,0,250,112,0.16,0.158
-1,7.7553,30.0,60,0,250,112,0.16,0.158
0,7.5713,30.0,60,0,250,112,0.16,0.158
1,6.9593,30.0,60,0,250,112,0.16,0.158
2,5.9777,30.0,60,0,250,112,0.16,0.158
3,4.9941,30.0,60,0,250,112,0.16,0.158
4,2.6788,30.0,60,0,250,112,0.16,0.158
-7,4.988,36.0,60,0,250,112,0.16,0.158
-6,5.6586,36.0,60,0,250,112,0.16,0.158
-5,6.1847,36.0,60,0,250,112,0.16,0.158
-4,6.8691,36.0,60,0,250,112,0.16,0.158
-3,7.4006,36.0,60,0,250,112,0.16,0.158
-2,7.7265,36.0,60,0,250,112,0.16,0.158
-1,7.9058,36.0,60,0,250,112,0.16,0.158
0,7.6066,36.0,60,0,250,112,0.16,0.158
1,7.0544,36.0,60,0,250,112,0.16,0.158
2,5.4424,36.0,60,0,250,112,0.16,0.158
3,5.2328,36.0,60,0,250,112,0.16,0.158
4,2.2253,36.0,60,0,250,112,0.16,0.158
-7,4.9102,42.0,60,0,250,112,0.16,0.158
-6,5.5181,42.0,60,0,250,112,0.16,0.158
-5,6.1269,42.0,60,0,250,112,0.16,0.158
-4,6.7209,42.0,60,0,250,112,0.16,0.158
-3,7.2649,42.0,60,0,250,112,0.16,0.158
-2,7.5838,42.0,60,0,250,112,0.16,0.158
-1,7.6901,42.0,60,0,250,112,0.16,0.158
0,7.6874,42.0,60,0,250,112,0.16,0.158
1,7.2681,42.0,60,0,250,112,0.16,0.158
2,5.8734,42.0,60,0,250,112,0.16,0.158
3,5.5779999999999985,42.0,60,0,250,112,0.16,0.158
4,3.5557,42.0,60,0,250,112,0.16,0.158
-7,4.7554,48.0,60,0,250,112,0.16,0.158
-6,5.3068,48.0,60,0,250,112,0.16,0.158
-5,6.035,48.0,60,0,250,112,0.16,0.158
-4,6.5754,48.0,60,0,250,112,0.16,0.158
-3,7.0943,48.0,60,0,250,112,0.16,0.158
-2,7.499,48.0,60,0,250,112,0.16,0.158
-1,7.6169,48.0,60,0,250,112,0.16,0.158
0,7.5038,48.0,60,0,250,112,0.16,0.158
1,7.229,48.0,60,0,250,112,0.16,0.158
2,5.6217,48.0,60,0,250,112,0.16,0.158
3,5.2794,48.0,60,0,250,112,0.16,0.158
4,3.8022,48.0,60,0,250,112,0.16,0.158
-7,4.5935,54.0,60,0,250,112,0.16,0.158
-6,5.2011,54.0,60,0,250,112,0.16,0.158
-5,5.8226,54.0,60,0,250,112,0.16,0.158
-4,6.5321,54.0,60,0,250,112,0.16,0.158
-3,6.9319,54.0,60,0,250,112,0.16,0.158
-2,7.3069,54.0,60,0,250,112,0.16,0.158
-1,7.5074,54.0,60,0,250,112,0.16,0.158
0,7.6323,54.0,60,0,250,112,0.16,0.158
1,7.3211,54.0,60,0,250,112,0.16,0.158
2,6.7061,54.0,60,0,250,112,0.16,0.158
3,5.8512,54.0,60,0,250,112,0.16,0.158
4,3.7773,54.0,60,0,250,112,0.16,0.158
-7,4.5165,60.0,60,0,250,112,0.16,0.158
-6,5.0926,60.0,60,0,250,112,0.16,0.158
-5,5.6608,60.0,60,0,250,112,0.16,0.158
-4,6.2076,60.0,60,0,250,112,0.16,0.158
-3,6.7209,60.0,60,0,250,112,0.16,0.158
-2,7.1917,60.0,60,0,250,112,0.16,0.158
-1,7.4763,60.0,60,0,250,112,0.16,0.158
0,7.511,60.0,60,0,250,112,0.16,0.158
1,7.0747,60.0,60,0,250,112,0.16,0.158
2,6.6929,60.0,60,0,250,112,0.16,0.158
3,5.8297,60.0,60,0,250,112,0.16,0.158
4,4.3487,60.0,60,0,250,112,0.16,0.158
4,3.6515,60.0,60,0,250,112,0.16,0.158
-6,5.2991,0.0,75,0,250,112,0.16,0.158
-5,6.0211,0.0,75,0,250,112,0.16,0.158
-4,6.5887,0.0,75,0,250,112,0.16,0.158
-3,6.9965,0.0,75,0,250,112,0.16,0.158
-2,6.9056,0.0,75,0,250,112,0.16,0.158
-1,6.4797,0.0,75,0,250,112,0.16,0.158
0,5.9497,0.0,75,0,250,112,0.16,0.158
1,3.7572,0.0,75,0,250,112,0.16,0.158
2,2.4341,0.0,75,0,250,112,0.16,0.158
3,0.8487899999999999,0.0,75,0,250,112,0.16,0.158
4,-1.0475,0.0,75,0,250,112,0.16,0.158
5,-3.4726,0.0,75,0,250,112,0.16,0.158
-6,5.1458,7.5,75,0,250,112,0.16,0.158
-5,5.9795,7.5,75,0,250,112,0.16,0.158
-4,6.6612,7.5,75,0,250,112,0.16,0.158
-3,7.0913,7.5,75,0,250,112,0.16,0.158
-2,7.2928,7.5,75,0,250,112,0.16,0.158
-1,7.0391,7.5,75,0,250,112,0.16,0.158
0,6.5614,7.5,75,0,250,112,0.16,0.158
1,5.2764,7.5,75,0,250,112,0.16,0.158
2,4.6359,7.5,75,0,250,112,0.16,0.158
3,2.877,7.5,75,0,250,112,0.16,0.158
4,0.083233,7.5,75,0,250,112,0.16,0.158
5,-3.409,7.5,75,0,250,112,0.16,0.158
-6,5.1027,15.0,75,0,250,112,0.16,0.158
-5,5.8019,15.0,75,0,250,112,0.16,0.158
-4,6.5567,15.0,75,0,250,112,0.16,0.158
-3,7.0496,15.0,75,0,250,112,0.16,0.158
-2,7.4351,15.0,75,0,250,112,0.16,0.158
-1,7.4328,15.0,75,0,250,112,0.16,0.158
0,7.1439,15.0,75,0,250,112,0.16,0.158
1,5.9441,15.0,75,0,250,112,0.16,0.158
2,5.2125,15.0,75,0,250,112,0.16,0.158
3,3.074,15.0,75,0,250,112,0.16,0.158
4,1.8027,15.0,75,0,250,112,0.16,0.158
5,0.31604,15.0,75,0,250,112,0.16,0.158
-6,4.9461,22.5,75,0,250,112,0.16,0.158
-5,5.6659,22.5,75,0,250,112,0.16,0.158
-4,6.3731,22.5,75,0,250,112,0.16,0.158
-3,7.0679,22.5,75,0,250,112,0.16,0.158
-2,7.4155,22.5,75,0,250,112,0.16,0.158
-1,7.5526,22.5,75,0,250,112,0.16,0.158
0,7.3926,22.5,75,0,250,112,0.16,0.158
1,7.0458,22.5,75,0,250,112,0.16,0.158
2,5.5122,22.5,75,0,250,112,0.16,0.158
3,4.62,22.5,75,0,250,112,0.16,0.158
4,2.8495,22.5,75,0,250,112,0.16,0.158
5,1.1886,22.5,75,0,250,112,0.16,0.158
-6,4.8610000000000015,30.0,75,0,250,112,0.16,0.158
-5,5.5884,30.0,75,0,250,112,0.16,0.158
-4,6.2541,30.0,75,0,250,112,0.16,0.158
-3,6.8886,30.0,75,0,250,112,0.16,0.158
-2,7.341,30.0,75,0,250,112,0.16,0.158
-1,7.5293,30.0,75,0,250,112,0.16,0.158
0,7.6143,30.0,75,0,250,112,0.16,0.158
1,7.2009,30.0,75,0,250,112,0.16,0.158
2,6.295,30.0,75,0,250,112,0.16,0.158
3,5.3973,30.0,75,0,250,112,0.16,0.158
4,3.2938,30.0,75,0,250,112,0.16,0.158
5,1.5584,30.0,75,0,250,112,0.16,0.158
-6,4.6818,37.5,75,0,250,112,0.16,0.158
-5,5.3973,37.5,75,0,250,112,0.16,0.158
-4,6.1381,37.5,75,0,250,112,0.16,0.158
-3,6.7284,37.5,75,0,250,112,0.16,0.158
-2,7.2416,37.5,75,0,250,112,0.16,0.158
-1,7.5391,37.5,75,0,250,112,0.16,0.158
0,7.7197,37.5,75,0,250,112,0.16,0.158
1,7.3632,37.5,75,0,250,112,0.16,0.158
2,6.1793,37.5,75,0,250,112,0.16,0.158
3,4.9577,37.5,75,0,250,112,0.16,0.158
4,3.3352,37.5,75,0,250,112,0.16,0.158
5,1.6204,37.5,75,0,250,112,0.16,0.158
-6,4.5858,45.0,75,0,250,112,0.16,0.158
-5,5.2558,45.0,75,0,250,112,0.16,0.158
-4,5.977,45.0,75,0,250,112,0.16,0.158
-3,6.6123,45.0,75,0,250,112,0.16,0.158
-2,7.1763,45.0,75,0,250,112,0.16,0.158
-1,7.4166,45.0,75,0,250,112,0.16,0.158
0,7.6054,45.0,75,0,250,112,0.16,0.158
1,7.2917,45.0,75,0,250,112,0.16,0.158
2,6.9538,45.0,75,0,250,112,0.16,0.158
3,5.2403,45.0,75,0,250,112,0.16,0.158
4,4.3516,45.0,75,0,250,112,0.16,0.158
5,1.905,45.0,75,0,250,112,0.16,0.158
-6,4.4404,52.5,75,0,250,112,0.16,0.158
-5,5.1409,52.5,75,0,250,112,0.16,0.158
-4,5.8131,52.5,75,0,250,112,0.16,0.158
-3,6.4181,52.5,75,0,250,112,0.16,0.158
-2,7.0708,52.5,75,0,250,112,0.16,0.158
-1,7.396,52.5,75,0,250,112,0.16,0.158
0,7.6156,52.5,75,0,250,112,0.16,0.158
1,7.4143,52.5,75,0,250,112,0.16,0.158
2,7.1189,52.5,75,0,250,112,0.16,0.158
3,6.1874,52.5,75,0,250,112,0.16,0.158
4,5.0293,52.5,75,0,250,112,0.16,0.158
5,2.6708,52.5,75,0,250,112,0.16,0.158
-6,4.3354,60.0,75,0,250,112,0.16,0.158
-5,5.0011,60.0,75,0,250,112,0.16,0.158
-4,5.5945,60.0,75,0,250,112,0.16,0.158
-3,6.252000000000002,60.0,75,0,250,112,0.16,0.158
-2,6.9201,60.0,75,0,250,112,0.16,0.158
-1,7.3321,60.0,75,0,250,112,0.16,0.158
0,7.4386,60.0,75,0,250,112,0.16,0.158
1,7.3222,60.0,75,0,250,112,0.16,0.158
2,7.1349,60.0,75,0,250,112,0.16,0.158
3,6.3487,60.0,75,0,250,112,0.16,0.158
4,4.9684,60.0,75,0,250,112,0.16,0.158
5,3.4003,60.0,75,0,250,112,0.16,0.158
-6,4.3015,67.5,75,0,250,112,0.16,0.158
-5,4.8547,67.5,75,0,250,112,0.16,0.158
-4,5.5197,67.5,75,0,250,112,0.16,0.158
-3,6.1308,67.5,75,0,250,112,0.16,0.158
-2,6.7318,67.5,75,0,250,112,0.16,0.158
-1,7.115,67.5,75,0,250,112,0.16,0.158
0,7.3722,67.5,75,0,250,112,0.16,0.158
1,7.2196,67.5,75,0,250,112,0.16,0.158
