6.8436,-4,40,0,250,112,0.16,0.158,50
7.4468,-3,40,0,250,112,0.16,0.158,50
7.5663,-2,40,0,250,112,0.16,0.158,50
7.7388,-1,40,0,250,112,0.16,0.158,50
7.2788,0,40,0,250,112,0.16,0.158,50
6.9182,1,40,0,250,112,0.16,0.158,50
6.0812,2,40,0,250,112,0.16,0.158,50
4.8092,3,40,0,250,112,0.16,0.158,50
3.4842,4,40,0,250,112,0.16,0.158,50
5.1404,-7,45,0,250,112,0.16,0.158,50
-0.11891,2,0,0,250,112,0.16,0.158,50
5.7726,-6,45,0,250,112,0.16,0.158,50
6.2686,-5,45,0,250,112,0.16,0.158,50
6.7772,-4,45,0,250,112,0.16,0.158,50
7.3321,-3,45,0,250,112,0.16,0.158,50
7.5539,-2,45,0,250,112,0.16,0.158,50
7.5813,-1,45,0,250,112,0.16,0.158,50
7.3824,0,45,0,250,112,0.16,0.158,50
6.279,1,45,0,250,112,0.16,0.158,50
5.7234,2,45,0,250,112,0.16,0.158,50
5.3409,3,45,0,250,112,0.16,0.158,50
-1.6096,3,0,0,250,112,0.16,0.158,50
3.0356,4,45,0,250,112,0.16,0.158,50
5.0516,-7,50,0,250,112,0.16,0.158,50
5.63,-6,50,0,250,112,0.16,0.158,50
6.1847,-5,50,0,250,112,0.16,0.158,50
6.5754,-4,50,0,250,112,0.16,0.158,50
7.0391,-3,50,0,250,112,0.16,0.158,50
7.4006,-2,50,0,250,112,0.16,0.158,50
7.5086,-1,50,0,250,112,0.16,0.158,50
7.2831,0,50,0,250,112,0.16,0.158,50
6.951,1,50,0,250,112,0.16,0.158,50
-2.4966,4,0,0,250,112,0.16,0.158,50
5.8416,2,50,0,250,112,0.16,0.158,50
4.9213,3,50,0,250,112,0.16,0.158,50
3.6706,4,50,0,250,112,0.16,0.158,50
6.3069,-7,5,0,250,112,0.16,0.158,50
6.9918,-6,5,0,250,112,0.16,0.158,50
7.5244,-5,5,0,250,112,0.16,0.158,50
7.6741,-4,5,0,250,112,0.16,0.158,50
7.7471,-3,5,0,250,112,0.16,0.158,50
7.3994,-2,5,0,250,112,0.16,0.158,50
6.6864,-1,5,0,250,112,0.16,0.158,50
6.4255,-7,0,0,250,112,0.16,0.158,50
4.5773,0,5,0,250,112,0.16,0.158,50
3.62,1,5,0,250,112,0.16,0.158,50
1.9026,2,5,0,250,112,0.16,0.158,50
0.31094,3,5,0,250,112,0.16,0.158,50
-3.8565,4,5,0,250,112,0.16,0.158,50
6.2171,-7,10,0,250,112,0.16,0.158,50
6.8806,-6,10,0,250,112,0.16,0.158,50
7.3354,-5,10,0,250,112,0.16,0.158,50
7.8463,-4,10,0,250,112,0.16,0.158,50
8.0119,-3,10,0,250,112,0.16,0.158,50
7.157,-6,0,0,250,112,0.16,0.158,50
7.5452,-2,10,0,250,112,0.16,0.158,50
7.0106,-1,10,0,250,112,0.16,0.158,50
5.7424,0,10,0,250,112,0.16,0.158,50
4.9438,1,10,0,250,112,0.16,0.158,50
3.07,2,10,0,250,112,0.16,0.158,50
-0.01826,3,10,0,250,112,0.16,0.158,50
-3.9894,4,10,0,250,112,0.16,0.158,50
6.0613,-7,15,0,250,112,0.16,0.158,50
6.7831,-6,15,0,250,112,0.16,0.158,50
7.3421,-5,15,0,250,112,0.16,0.158,50
7.5502,-5,0,0,250,112,0.16,0.158,50
7.7526,-4,15,0,250,112,0.16,0.158,50
7.9255,-3,15,0,250,112,0.16,0.158,50
7.7075,-2,15,0,250,112,0.16,0.158,50
7.3443,-1,15,0,250,112,0.16,0.158,50
6.4513,0,15,0,250,112,0.16,0.158,50
5.6767,1,15,0,250,112,0.16,0.158,50
4.1511,2,15,0,250,112,0.16,0.158,50
2.1662,3,15,0,250,112,0.16,0.158,50
-1.3057,4,15,0,250,112,0.16,0.158,50
5.9061,-7,20,0,250,112,0.16,0.158,50
7.7075,-4,0,0,250,112,0.16,0.158,50
6.5252,-6,20,0,250,112,0.16,0.158,50
7.154,-5,20,0,250,112,0.16,0.158,50
7.544,-4,20,0,250,112,0.16,0.158,50
8.0135,-3,20,0,250,112,0.16,0.158,50
7.9225,-2,20,0,250,112,0.16,0.158,50
7.5901,-1,20,0,250,112,0.16,0.158,50
6.93,0,20,0,250,112,0.16,0.158,50
5.6468,1,20,0,250,112,0.16,0.158,50
4.8497,2,20,0,250,112,0.16,0.158,50
3.0773,3,20,0,250,112,0.16,0.158,50
7.5086,-3,0,0,250,112,0.16,0.158,50
0.74924,4,20,0,250,112,0.16,0.158,50
5.8238,-7,25,0,250,112,0.16,0.158,50
6.4647,-6,25,0,250,112,0.16,0.158,50
6.9401,-5,25,0,250,112,0.16,0.158,50
7.3903,-4,25,0,250,112,0.16,0.158,50
7.8537,-3,25,0,250,112,0.16,0.158,50
7.8017,-2,25,0,250,112,0.16,0.158,50
7.6914,-1,25,0,250,112,0.16,0.158,50
7.0248,0,25,0,250,112,0.16,0.158,50
6.4469,1,25,0,250,112,0.16,0.158,50
7.114,-2,0,0,250,112,0.16,0.158,50
4.6277,2,25,0,250,112,0.16,0.158,50
3.8092,3,25,0,250,112,0.16,0.158,50
1.0091,4,25,0,250,112,0.16,0.158,50
5.5995,-7,30,0,250,112,0.16,0.158,50
6.1407,-6,30,0,250,112,0.16,0.158,50
6.8011,-5,30,0,250,112,0.16,0.158,50
7.2102,-4,30,0,250,112,0.16,0.158,50
7.6636,-3,30,0,250,112,0.16,0.158,50
7.7791,-2,30,0,250,112,0.16,0.158,50
7.7847,-1,30,0,250,112,0.16,0.158,50
6.0072,-1,0,0,250,112,0.16,0.158,50
7.3211,0,30,0,250,112,0.16,0.158,50
6.6443,1,30,0,250,112,0.16,0.158,50
5.5528,2,30,0,250,112,0.16,0.158,50
3.1951,3,30,0,250,112,0.16,0.158,50
1.2585,4,30,0,250,112,0.16,0.158,50
5.5555,-7,35,0,250,112,0.16,0.158,50
6.0658,-6,35,0,250,112,0.16,0.158,50
6.6139,-5,35,0,250,112,0.16,0.158,50
7.2061,-4,35,0,250,112,0.16,0.158,50
7.6401,-3,35,0,250,112,0.16,0.158,50
3.6322,0,0,0,250,112,0.16,0.158,50
7.8088,-2,35,0,250,112,0.16,0.158,50
7.8803,-1,35,0,250,112,0.16,0.158,50
7.4468,0,35,0,250,112,0.16,0.158,50
6.8558,1,35,0,250,112,0.16,0.158,50
6.1315,2,35,0,250,112,0.16,0.158,50
4.8317,3,35,0,250,112,0.16,0.158,50
3.0747,4,35,0,250,112,0.16,0.158,50
5.3002,-7,40,0,250,112,0.16,0.158,50
5.9159,-6,40,0,250,112,0.16,0.158,50
6.4218,-5,40,0,250,112,0.16,0.158,50
2.3421,1,0,0,250,112,0.16,0.158,50
